time,HEADWATER,TAILWATER,GAGE_1
361.7236952784,-1413.7,-996.29,2878.2
361.7236952785,-1413.7,-996.29,2878.2
361.7236952787,-1413.7,-996.29,2878.2
361.7236952791,-1413.7,-996.29,2878.2
361.7236952793,-1413.7,-996.29,2878.2
361.7236952794,-1413.7,-996.29,2878.2
361.7236952795,-1413.7,-996.29,2878.2
361.7236952796,-1413.7,-996.29,2878.2
361.7236952797,-1413.7,-996.29,2878.2
361.7236952799,-1413.7,-996.29,2878.2
361.7236952800,-1413.7,-996.29,2878.2
361.7236952802,-1413.7,-996.29,2878.2
361.7236952806,-1413.7,-996.29,2878.2
361.7236952814,-1413.7,-996.29,2878.2
361.7236952817,-1413.7,-996.29,2878.2
361.7236952824,-1413.7,-996.29,2878.2
361.7236952826,-1413.7,-996.29,2878.2
361.7236952827,-1413.7,-996.29,2878.2
361.7236952828,-1413.7,-996.29,2878.2
361.7236952829,-1413.7,-996.29,2878.2
361.7236952831,-1413.7,-996.29,2878.2
361.7236952832,-1413.7,-996.29,2878.2
361.7236952834,-1413.7,-996.29,2878.2
361.7236952838,-1413.7,-996.29,2878.2
361.7236952840,-1413.7,-996.29,2878.2
361.7236952843,-1413.7,-996.29,2878.2
361.7236952845,-1413.7,-996.29,2878.2
361.7236952848,-1413.7,-996.29,2878.2
361.7236952854,-1413.7,-996.29,2878.2
361.7236952857,-1413.7,-996.29,2878.2
361.7236952858,-1413.7,-996.29,2878.2
361.7236952861,-1413.7,-996.29,2878.2
361.7236952866,-1413.7,-996.29,2878.2
361.7236952876,-1413.7,-996.29,2878.2
361.7236952897,-1413.7,-996.29,2878.2
361.7236952898,-1413.7,-996.29,2878.2
361.7236952902,-1413.7,-996.29,2878.2
361.7236952903,-1413.7,-996.29,2878.2
361.7236952904,-1413.7,-996.29,2878.2
361.7236952905,-1413.7,-996.29,2878.2
361.7236952906,-1413.7,-996.29,2878.2
361.7236952908,-1413.7,-996.29,2878.2
361.7236952912,-1413.7,-996.29,2878.2
361.7236952920,-1413.7,-996.29,2878.2
361.7236952923,-1413.7,-996.29,2878.2
361.7236952930,-1413.7,-996.29,2878.2
361.7236952932,-1413.7,-996.29,2878.2
361.7236952933,-1413.7,-996.29,2878.2
361.7236952934,-1413.7,-996.29,2878.2
361.7236952936,-1413.7,-996.29,2878.2
361.7236952937,-1413.7,-996.29,2878.2
361.7236952939,-1413.7,-996.29,2878.2
361.7236952940,-1413.7,-996.29,2878.2
361.7236952942,-1413.7,-996.29,2878.2
361.7236952946,-1413.7,-996.29,2878.2
361.7236952948,-1413.7,-996.29,2878.2
361.7236952949,-1413.7,-996.29,2878.2
361.7236952951,-1413.7,-996.29,2878.2
361.7236952955,-1413.7,-996.29,2878.2
361.7236952957,-1413.7,-996.29,2878.2
361.7236952961,-1413.7,-996.29,2878.2
361.7236952963,-1413.7,-996.29,2878.2
361.7236952967,-1413.7,-996.29,2878.2
361.7236952969,-1413.7,-996.29,2878.2
361.7236952970,-1413.7,-996.29,2878.2
361.7236952971,-1413.7,-996.29,2878.2
361.7236952973,-1413.7,-996.29,2878.2
361.7236952974,-1413.7,-996.29,2878.2
361.7236952975,-1413.7,-996.29,2878.2
361.7236952976,-1413.7,-996.29,2878.2
361.7236952978,-1413.7,-996.29,2878.2
361.7236952979,-1413.7,-996.29,2878.2
361.7236952980,-1413.7,-996.29,2878.2
361.7236952981,-1413.7,-996.29,2878.2
361.7236952983,-1413.7,-996.29,2878.2
361.7236952984,-1413.7,-996.29,2878.2
361.7236952986,-1413.7,-996.29,2878.2
361.7236952987,-1413.7,-996.29,2878.2
361.7236952988,-1413.7,-996.29,2878.2
361.7236952989,-1413.7,-996.29,2878.2
361.7236952990,-1413.7,-996.29,2878.2
361.7236952991,-1413.7,-996.29,2878.2
361.7236952992,-1413.7,-996.29,2878.2
361.7236952993,-1413.7,-996.29,2878.2
361.7236952995,-1413.7,-996.29,2878.2
361.7236952996,-1413.7,-996.29,2878.2
361.7236952997,-1413.7,-996.29,2878.2
361.7236952998,-1413.7,-996.29,2878.2
361.7236953000,-1413.7,-996.29,2878.2
361.7236953001,-1413.7,-996.29,2878.2
361.7236953002,-1413.7,-996.29,2878.2
361.7236953003,-1413.7,-996.29,2878.2
361.7236953004,-1413.7,-996.29,2878.2
361.7236953006,-1413.7,-996.29,2878.2
361.7236953007,-1413.7,-996.29,2878.2
361.7236953008,-1413.7,-996.29,2878.2
361.7236953009,-1413.7,-996.29,2878.2
361.7236953010,-1413.7,-996.29,2878.2
361.7236953011,-1413.7,-996.29,2878.2
361.7236953013,-1413.7,-996.29,2878.2
361.7236953017,-1413.7,-996.29,2878.2
361.7236953019,-1413.7,-996.29,2878.2
361.7236953020,-1413.7,-996.29,2878.2
361.7236953022,-1413.7,-996.29,2878.2
361.7236953023,-1413.7,-996.29,2878.2
361.7236953025,-1413.7,-996.29,2878.2
361.7236953029,-1413.7,-996.29,2878.2
361.7236953030,-1413.7,-996.29,2878.2
361.7236953031,-1413.7,-996.29,2878.2
361.7236953033,-1413.7,-996.29,2878.2
361.7236953034,-1413.7,-996.29,2878.2
361.7236953036,-1413.7,-996.29,2878.2
361.7236953037,-1413.7,-996.29,2878.2
361.7236953038,-1413.7,-996.29,2878.2
361.7236953040,-1413.7,-996.29,2878.2
361.7236953044,-1413.7,-996.29,2878.2
361.7236953046,-1413.7,-996.29,2878.2
361.7236953047,-1413.7,-996.29,2878.2
361.7236953048,-1413.7,-996.29,2878.2
361.7236953049,-1413.7,-996.29,2878.2
